property_id,property_name,past_uses,property_highlights,city
108661,Astroline,"Commercial
","The property has been historically used for bulk petroleum storage since approixmately 1944.

Former Use: The property has been historically used for bulk petroleum storage since approximately 1944 until the 1980s. Since that time the property was used intermittantly as an auto repair facility. The Property is currently unoccupied. Only one building exists on site a l building which housed the pump equipment for petroleum on and off loading from bulk storage tanks. The property is located in a area with both residential and commercial property uses.",Springvale
256189,Erkkiwworld Auto,NA,"The site was previously used as a an area for cutting/drying/storage of lumber for the Great Northern Sawmill before that closed down. Afterwards, the property was vacant for some time and then used for tanning sheep hides shortly before the current owner purchased the property. The owner has used this property for a small scale car sales operation. The property owner plans to redevelop the site into an auto or equipment repair shop. There is need for service shops in the area, so the redevelopment would be beneficial to the surrounding community.  Potential contamination (RECs) exist on site from the property's uses during the days of the sawmill, small-scale sheep hide tannery, and car dealer.",GREENVILLE JUNCTION
62661,Mill Pond Park,"Greenspace
",NA,Washburn
258945,11 Grange Street,NA,Former 6-unit apartment building. It is now vacant and the Town is issuing an order to demolish for safety concerns. Phase I ESA identified potential hazardous building materials. PII work to include an assessment of hazardous building materials to inform abatement costs/needs prior to demolition.,DOVER FOXCROFT
250746,554 Washington Street North,NA,Applicant withdrew project from AVCOG Brownfields program.,AUBURN
206241,Winter Street Church,NA,"Former Use: The Site is currently improved by a two-story wooden church structure (the “Site Building”) which was constructed in 1843. From 1843 to circa mid-1960, the Site building was in continuous use as a Congregational Church. From circa mid-1960 to 1973, operations at the Site ceased and the Site Building became vacant. In 1973, the Site acquired by Marine Research Society of Bath, Inc. (now called the Maine Maritime Museum) and was used as exhibition space. In 1986, The Site was acquired by Sagadahoc Preservation, Inc., and has been owned and maintained since that time. Sagadahoc Preservation, Inc. is a nonprofit corporation dedicated to the preservation of buildings possessing architectural or historic merit. Sagadahoc Preservation, Inc. currently uses the Site Building as office and storage spaces, as well as a function and event venue. The Site Building is listed on the National Register for Historic Places, Historic American Building Survey, and located within a federal historic district, as well as within the City of Bath's local historic district.",BATH
239590,Kennebunk Rest Area,NA,"Former Use: The Site is located along York Street in the Town of Kennebunk, York County, Maine. The Site is approximately 14.3 acres in size and consists of two 120 square foot (SF) canopies (with picnic tables), unpaved parking area(s), and a Town snow dump area. According to information obtained from the Town of Kennebunk Tax Assessor, the Site is identified on Assessor’s Map 59, as Lot 34, and is currently owned by the Town of Kennebunk.",KENNEBUNK
234913,Periscope Lofts,NA,NA,PORTLAND
12941,Arrow Realty,NA,Former Use: Parking Lot,Portland
254393,12 Carter Road East Boothbay,NA,"The Subject Property has historically been used for residential purposes as well as commercial maritime operations.  The Subject Property remained undeveloped coastal land until 1945, when the main residential house was constructed on the Subject Property.  This remained the only structure on-site until 1968 when the second residential rental structure (the guest house) was constructed.  Prior to 1967 (but after 1960), the first wharf was constructed on-site. This remained the only wharf on-site until sometime prior to approximately 1985 (but after 1977) when two additional wharfs and the boat house were constructed.  Upgrades including a ramp were made to these wharfs after their construction.  Currently, the main residence is vacant, but the guest house is occupied (rental).",EAST BOOTHBAY
105463,Hillside Development Corp.,"Industrial
","Property has some potential areas of concern which will require a limited Phase II to assess an possible impacts.

Former Use: 5583 sq. ft. building with attached shed in downtown Livermore Falls, currently being used as office space, garage, maintenance and storage and owned by Gregg Richards. Historically, the property has been used as a foundry, a garage, a creamery, a fruit packing company and a bar. Former owners include, Eugene Dubord, Norman Morin, Chisholm fruit and Fairview creamery.",Livermore Falls
