city,site,name,address,IC,program,status_date,status,n_gdb,n_pdf
MILO,REM02124,OX-YOKE ORIGINALS,34 WEST MAIN STREET,NO, BROWNFIELDS ,2011-02-11,INVESTIGATION STAGE ONGOING,1,1
SANGERVILLE,REM02125,ABBIE FOWLER SCHOOL,15 SCHOOL STREET,NO, VRAP ,2017-03-17,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,2,1
DRESDEN,REM02126,R & R SALVAGE,COMMON ROAD,NO, UNCONTROLLED SITES ,2016-02-26,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
SOUTHWEST HARBOR,REM02127,WORCESTER ASSOCIATES LANDFILL,LONG POND ROAD,NO, UNCONTROLLED SITES ,2025-02-24,REMEDIATION STAGE ONGOING,NA,1
WESTBROOK,REM02128,ST. ANTHONY'S RECTORY,295 BROWN STREET,NO, BROWNFIELDS ,2013-05-15,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
LEWISTON,REM02129,COLUMBIA MILL,MILL STREET,NO, BROWNFIELDS ,2012-02-06,INVESTIGATION STAGE ONGOING,NA,1
LEWISTON,REM02130,COWAN MILL,3 MILL STREET,NO, BROWNFIELDS ,2010-12-06,INVESTIGATION STAGE ONGOING,NA,1
LEWISTON,REM02131,PETTINGILL SCHOOL,411 COLLEGE STREET,NO, BROWNFIELDS ,2020-04-24,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
ADDISON,REM02132,DW MERRITT SCHOOL,518 INDIAN RIVER ROAD,NO, UNCONTROLLED SITES ,2004-01-07,COMPLAINT INVESTIGATED UNSUBSTANTIATED,1,1
BALDWIN,REM02133,NORMANTUS PROPERTY,NORMANTUS LANE,NO, UNCONTROLLED SITES ,2005-03-11,TRANSFERRED TODIVISION SOLID WASTE,NA,1
CORINNA,REM02134,EASTLAND DISPOSAL RTE 222,STETSON ROAD (ROUTE 22,NO, UNCONTROLLED SITES ,2000-04-18,INVESTIGATION STAGE ONGOING,1,1
WINTER HARBOR,REM02135,HILLCREST DRIVE DUMP,HILLCREST DRIVE,NO, LANDFILL CLOSURE ,2001-02-28,INVESTIGATION STAGE ONGOING,2,1
WHITING,REM02137,WHITING STORE,139 U.S. ROUTE 1,YES, VRAP ,2012-12-03,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
PEMBROKE,REM02138,MDOT MAINTENANCE LOT,48 OLD COUNTY ROAD,YES, VRAP ,2014-10-27,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
WINTER HARBOR,REM02139,WINTER HARBOR GRAMMAR SCHOOL,SCHOOL STREET,NO, BROWNFIELDS ,2020-04-24,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
LEWISTON,REM02140,449 SABATTUS STREET,449 SABATTUS STREET,YES, VRAP ,2018-07-07,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
LEWISTON,REM02141,445 SABATTUS STREET,445 SABATTUS STREET,YES, VRAP ,2018-07-19,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
WESTBROOK,REM02142,LAKE REGION IMPORTS,608 BRIDGTON ROAD,NO, BROWNFIELDS ,2008-01-04,INVESTIGATION STAGE ONGOING,NA,1
WESTBROOK,REM02143,MUNICIPAL PARKING LOT,BETWEEN WILLIAM CLARK,NO, BROWNFIELDS ,2010-08-22,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
AUGUSTA,REM02144,COURT PLACE,COURT STREET & 32 WINT,YES, VRAP ,2014-09-17,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
BIDDEFORD,REM02145,FPL SITE,LACONIA AND YORK STREE,NO, BROWNFIELDS ,2023-12-08,REMEDIATION STAGE NEED (AWAITING RESOURCES),NA,1
MARS HILL,REM02146,CALDWELL PROPERTY,25 MAIN STREET,NO, VRAP ,2012-12-21,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
EASTPORT,REM02147,BASF,30 STANIELS RD.,YES, RCRA ,2020-01-30,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
CUTLER,REM02150,23 RIDGE ROAD,23 RIDGE ROAD,NO, UNCONTROLLED SITES ,2012-06-19,INVESTIGATION STAGE ONGOING,2,1
BELFAST,REM02151,CMP DAM,MILL LANE,NO, BROWNFIELDS ,2020-04-24,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
BELFAST,REM02152,BELFAST BOATYARD (39 AND 41 FRONT ST),39 AND 41 FRONT ST,YES, VRAP ,2012-10-09,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
WELLS,REM02157,WELLS ROUTE 9B LANDFILL,ROUTE 9B/ABENAKI DRIVE,NO, LANDFILL CLOSURE ,2005-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
PORTLAND,REM02158,HAMPSHIRE STREET PROPERTIES,52 HAMPSHIRE STREET,NO, BROWNFIELDS ,2012-08-08,REMEDIATION STAGE NEED (AWAITING RESOURCES),NA,1
WISCASSET,REM02159,WISCASSET RACEWAY,275 WEST ALNA ROAD,NO, UNCONTROLLED SITES ,2012-06-27,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
BREWER,REM02160,TRNC,15-19 INDUSTRIAL PLAZA D,YES, VRAP ,2012-11-02,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MANCHESTER,REM02161,HILLIARD JUNKYARD,85 FOYE ROAD,NO, UNCONTROLLED SITES ,2020-06-18,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
DURHAM,REM02162,DEEMER PROPERTY,1593 ROYALSBOROUGH RO,NO, BROWNFIELDS ,2012-10-04,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
DEXTER,REM02163,ABBOTT MILL,20 CHURCH STREET,YES, BROWNFIELDS ,2013-06-26,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
PORTLAND,REM02164,C & Y DISTRIBUTORS,189-235 PRESUMPSCOT ST,NO, VRAP ,2012-11-19,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
ANSON,REM02165,CN BROWN PROPERTY,26 NORTH MAIN STREET,YES, BROWNFIELDS ,2013-03-26,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
NEWCASTLE,REM02167,MILLS ROAD DUMP,MILLS ROAD,NO, LANDFILL CLOSURE ,2020-04-24,REMEDIATION STAGE NEED (AWAITING RESOURCES),NA,1
LEWISTON,REM02168,FPL FACILITIES,NA,NO, BROWNFIELDS ,2012-09-01,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
LEEDS,REM02169,PIKE INDUSTRIES,18 BLUE ROCK ROAD,NO, UNCONTROLLED SITES ,2011-07-08,COMPLAINT INVESTIGATED UNSUBSTANTIATED,NA,1
FRYEBURG,REM02170,HUNTING DEARBORN,6 DEARBORN DRIVE,NO, VRAP ,2013-02-07,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
LEWISTON,REM02171,ISLAND POINT OIL DISCHARGE,MILL PARK,NO, UNCONTROLLED SITES ,2012-07-04,TRANSFERRED TODIVISION OIL,NA,1
FAIRFIELD,REM02172,FAIRFIELD CENTER CCI,NA,NO, UNCONTROLLED SITES ,2017-03-16,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1,1
BELFAST,REM02173,BELFAST BOATYARD (38 WATERVILLE ROAD),38 WATERVILLE ROAD,NO, VRAP ,2012-09-12,INVESTIGATION STAGE ONGOING,1,1
BELFAST,REM02174,BELFAST HARBOR WALK,FRONT STREET,YES, VRAP ,2015-11-09,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
WINDHAM,REM02175,SAPPI LFH,MAIN STREET & DEPOT ST,NO, VRAP ,2016-12-16,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
BUCKSPORT,REM02176,FORTIN & JEWETT,175 MAIN STREET,YES, VRAP ,2013-06-12,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
GUILFORD,REM02177,ROCKWALL GARDENS,NA,NO, VRAP ,2012-09-29,INVESTIGATION STAGE ONGOING,2,1
BIDDEFORD,REM02179,MERC,3 LINCOLN STREET,YES, VRAP ,2015-07-06,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
LOVELL,REM02180,TREMOLO HOLDINGS,342 MAIN STREET,NO, VRAP ,2012-11-20,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
MONSON,REM02181,MONSON CENTER,35 GREENVILLE ROAD,NO, BROWNFIELDS ,2020-04-24,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
MADRID TWP,REM02182,POACHERS PARADISE,ROUTE 4 / MAIN STREET,YES, BROWNFIELDS ,2013-07-03,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,3,1
SEARSMONT,REM02184,SPROWL BROS.,22 MAIN STREET,NO, VRAP ,2012-12-28,INVESTIGATION STAGE ONGOING,NA,1
AUGUSTA,REM02185,FORMER MAINE GENERAL MEDICAL CENTER,EAST CHESTNUT AND ARS,YES, VRAP ,2022-09-21,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
LEWISTON,REM02186,RITE AID,311-315 MAIN STREET,YES, VRAP ,2022-04-25,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
CARIBOU,REM02187,MPS DISTRICT OFFICE,21 ALDRICH DRIVE,YES, VRAP ,2013-04-22,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
ANDOVER,REM02188,MILLS MARKET,25 SOUTH MAIN STREET,NO, VRAP ,2013-02-04,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
AUGUSTA,REM02189,GETTY STATION,210 CIVIC CENTER DRIVE,NO, VRAP ,2013-01-30,INVESTIGATION STAGE ONGOING,NA,1
FARMINGTON,REM02190,OLIVER STORES INC.,548 WILTON ROAD,YES, VRAP ,2014-06-06,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
HERMON,REM02191,OLIVER STORES INC.,21 FREEDOM PARKWAY,YES, VRAP ,2013-06-26,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
HERMON,REM02192,OLIVER STORES INC. 2,1671 HAMMOND STREET,YES, VRAP ,2013-06-26,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
NEW GLOUCESTER,REM02193,OLIVER STORES INC.,437 LEWISTON ROAD,NO, VRAP ,2014-06-06,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
LIMESTONE,REM02194,LIMESTONE IRVING,3 ACCESS HIGHWAY,YES, VRAP ,2014-03-20,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
FORT FAIRFIELD,REM02195,DAVE'S SERVICE,320 MAIN STREET,NO, VRAP ,2013-05-10,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
BALDWIN,REM02196,CONSOLIDATED SCHOOL,536 PEQUAWKET TRAIL,NO, UNCONTROLLED SITES ,2013-01-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
BALDWIN,REM02197,CORNWALL INDUSTRIES,ROUTE 113,NO, UNCONTROLLED SITES ,2000-02-28,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
FALMOUTH,REM02198,FALMOUTH SHOPPING CENTER,251 ROUTE ONE,NO, VRAP ,2013-02-14,REMEDIATION STAGE NEED (AWAITING RESOURCES),NA,1
HIRAM,REM02199,HAMMOND MILL,22 HAMPSHIRE STREET,YES, VRAP ,2013-04-08,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
BELFAST,REM02200,WHITINGS AXE FACTORY,SWAN LAKE AVENUE,NO, BROWNFIELDS ,2020-04-24,REMEDIATION STAGE NEED (AWAITING RESOURCES),1,1
BELFAST,REM02201,EXXON STATION (29 BELMONT AVE),29 BELMONT AVE,NO, VRAP ,2013-10-29,REMEDIATION STAGE NEED (AWAITING RESOURCES),2,1
BELFAST,REM02202,MASON DAM,SWAN LAKE AVENUE,NO, BROWNFIELDS ,2020-04-24,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
BELFAST,REM02204,MILL DAM,67 SWAN LAKE AVENUE,NO, BROWNFIELDS ,2020-04-24,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
BELFAST,REM02205,KELLY DAM,SWAN LAKE AVENUE,NO, BROWNFIELDS ,2020-04-24,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
SWANVILLE,REM02206,SWAN LAKE DAM,CURTIS AND NORTH SEAR,NO, BROWNFIELDS ,2020-04-24,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
LEWISTON,REM02207,BATES UPPER FACILITY,NA,NO, BROWNFIELDS ,2020-04-24,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
LEWISTON,REM02208,RED SHOP,NA,NO, BROWNFIELDS ,2020-04-24,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
LEWISTON,REM02209,CONTINENTAL MILL HYDRO,NA,NO, BROWNFIELDS ,2020-04-24,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
LEWISTON,REM02210,HILL MILL HYDRO,NA,NO, BROWNFIELDS ,2020-04-24,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
LEWISTON,REM02211,LOWER ANDROSCOGGIN,NA,NO, BROWNFIELDS ,2020-04-24,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
LEWISTON,REM02212,BATES LOWER STATION,NA,NO, BROWNFIELDS ,2020-04-24,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
SOUTH PORTLAND,REM02213,HISSONG SALT PACKAGING,1 LINCOLN STREET,NO, VRAP ,2013-05-29,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
OAKLAND,REM02214,ONESTEEL,25 AYER STREET,NO, VRAP ,2014-04-04,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MACHIAS,REM02215,MACHIAS 5 & 10,6 COLONIAL WAY,YES, BROWNFIELDS ,2014-04-24,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
BANGOR,REM02216,GLOBAL CNG,MAINE AVENUE & GODFRE,YES, VRAP ,2020-04-07,REMEDIATION STAGE NEED (AWAITING RESOURCES),1,1
LEWISTON,REM02217,LIBBEY MILL,6 MILL STREET,NO, VRAP ,2012-04-10,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
MONSON,REM02218,MOOSEHEAD MANUFACTURING,123 CHAPIN AVE,NO, BROWNFIELDS ,2011-02-07,INVESTIGATION STAGE ONGOING,1,1
SOUTH PORTLAND,REM02219,W.H. SHURTLEFF,ONE RUNWAY ROAD,YES, RCRA ,2017-06-29,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
BELFAST,REM02220,40 MAIN STREET,40 MAIN ST,NO, BROWNFIELDS ,2020-04-24,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
OLD TOWN,REM02221,WHITE CANOE,NA,NO, BROWNFIELDS ,2020-04-24,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1,1
BATH,REM02222,DONALD SMALL SCHOOL,2 SHERIDAN ROAD,YES, VRAP ,2024-08-01,REMEDIATION STAGE NEED (AWAITING RESOURCES),NA,1
MILLINOCKET,REM02223,RED LIQUOR LAGOON,NA,NO, UNCONTROLLED SITES ,2018-12-01,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,2,1
HUDSON,REM02224,ROGERS MARKET,2335 HUDSON ROAD,YES, VRAP ,2014-04-18,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
ALBION,REM02225,H.L. KEAY & SONS MARKET,58 MAIN STREET,YES, VRAP ,2014-11-22,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
LIVERMORE,REM02226,BRETTUNS VILLAGE,1743 FEDERAL ROAD (ROU,NO, VRAP ,2013-06-03,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
CANTON,REM02227,BRINDIS TANNERY EAST,INTERSECTION OF ROUTE,YES, VRAP ,2014-04-07,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
CANTON,REM02228,BRINDIS TANNERY WEST,INTERSECTION ROUTE 140,YES, VRAP ,2014-04-08,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
CANTON,REM02229,BRINDIS TANNERY NORTH,INTERSECTION OF ROUTE,YES, VRAP ,2014-04-09,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
SOUTH PORTLAND,REM02230,GIBBS OIL,609 MAIN STREET,YES, VRAP ,2013-06-05,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
FAIRFIELD,REM02231,C & J TRANSPORTATION,204 CENTER ROAD,YES, VRAP ,2008-09-29,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
SOUTH PORTLAND,REM02232,SOUTH PORTLAND HIGH SCHOOL,637 HIGHLAND AVENUE,NO, RCRA ,2013-06-07,INVESTIGATION STAGE ONGOING,NA,1
AUBURN,REM02233,TAC AUBURN LP,197 TURNER STREET,NO, VRAP ,2023-10-11,REMEDIATION STAGE ONGOING,NA,1
WINDSOR,REM02234,VARNEYS STORE,362 AUGUSTA-ROCKLAND,YES, VRAP ,2013-08-15,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
OLD TOWN,REM02235,PENOBSCOT SHOE,107 MAIN STREET,NO, VRAP ,2013-06-28,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
PORTLAND,REM02236,SUDS UP LAUNDROMAT AND DRY CLEANING,500 WASHINGTON AVENUE,YES, VRAP ,2017-12-01,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
AUBURN,REM02237,LAUNDRY MANAGEMENT PROPERTY,1200 MINOT AVE,NO, UNCONTROLLED SITES ,2013-07-15,INVESTIGATION STAGE ONGOING,NA,1
DEXTER,REM02238,PERKINS LAUNDRY & DRY CLEANING,29 CHURCH STREET,YES, VRAP ,2014-10-02,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
AUBURN,REM02239,BEALS LAUNDRY COIN-OP,51 HAMPSHIRE STREET,NO, UNCONTROLLED SITES ,2013-06-28,INVESTIGATION STAGE ONGOING,NA,1
MADAWASKA,REM02240,MIDTOWN CLEANERS,106 13TH AVENUE,NO, UNCONTROLLED SITES ,2014-10-01,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1,1
WATERVILLE,REM02241,GARDEN ISLAND,40 ELM PLAZA,NO, UNCONTROLLED SITES ,2014-12-09,INVESTIGATION STAGE ONGOING,2,1
SOUTH PORTLAND,REM02242,KIMBALLS GARAGE,70 PARK AVENUE,NO, VRAP ,2013-07-25,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
MEXICO,REM02243,MEXICO LAUNDROMAT,108 MAIN STREET,YES, VRAP ,2016-09-14,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
PRESQUE ISLE,REM02244,KELLEYS LAUNDRY AND DRY CLEANING,654 MAIN STREET,YES, VRAP ,2019-03-05,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,3,1
CAPE ELIZABETH,REM02245,FOSTERS MOBIL,298 OCEAN HOUSE ROAD,NO, VRAP ,2013-10-09,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
SANFORD,REM02246,56 WASHINGTON ST,56 WASHINGTON ST,NO, VRAP ,2014-04-28,INVESTIGATION STAGE ONGOING,NA,1
SANFORD,REM02247,11 RIVERSIDE DRIVE,11 RIVERSIDE DRIVE,NO, VRAP ,2014-06-06,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
LINCOLN,REM02248,VILLAGE DRY CLEANERS,150 W. BROADWAY,NO, UNCONTROLLED SITES ,2013-07-30,INVESTIGATION STAGE ONGOING,1,1
SACO,REM02249,MAINE DRY CLEANERS,15 PEPPERELL SQUARE,NO, VRAP ,2017-12-07,REMEDIATION STAGE NEED (AWAITING RESOURCES),NA,1
SANFORD,REM02250,LAUNDERITE II,767 MAIN STREET,YES, UNCONTROLLED SITES ,2019-11-19,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
PRESQUE ISLE,REM02251,PRESQUE ISLE IRVING,52 ACADEMY STREET,YES, VRAP ,2013-09-17,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
FORT FAIRFIELD,REM02252,THE MEADOWS,16 HARMONY LANE,YES, VRAP ,2022-10-04,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
WESTBROOK,REM02253,PRATT ABBOTT CLEANERS,434 MAIN STREET,NO, UNCONTROLLED SITES ,2014-08-10,COMPLAINT INVESTIGATED UNSUBSTANTIATED,NA,1
FORT KENT,REM02254,FORT KENT ARMORY,34 ARMORY DRIVE,NO, VRAP ,2014-06-23,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
ASHLAND,REM02255,ASHLAND 1 STOP,117 MAIN STREET,NO, VRAP ,2013-11-24,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
MOUNT DESERT,REM02256,MOUNT DESERT CLEANERS INC,10 NEIGHBORHOOD ROAD,YES, VRAP ,2014-03-24,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
WINTHROP,REM02257,SQUIRE HILL DRY CLEANER,399 MAIN STREET,NO, UNCONTROLLED SITES ,2013-08-31,INVESTIGATION STAGE ONGOING,NA,1
SOUTH PORTLAND,REM02258,PUBLIC WORKS,42 O'NEIL STREET,NO, VRAP ,2016-05-20,REMEDIATION STAGE NEED (AWAITING RESOURCES),NA,1
NORWAY,REM02259,DANIELS AND DAMON DRY CLEANERS,WATER STREET,YES, VRAP ,2021-03-26,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
YORK,REM02261,VILLAGE LAUNDRY,127 LONG SANDS ROAD,NO, UNCONTROLLED SITES ,2014-12-10,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
SACO,REM02263,O'LEARY CLEANERS,532 MAIN STREET,NO, UNCONTROLLED SITES ,2019-03-14,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
BANGOR,REM02264,STEVE'S CLEANERS,200 STATE STREET,NO, UNCONTROLLED SITES ,2015-06-02,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1,1
SOUTHWEST HARBOR,REM02265,DEAD RIVER FOOD TREND,226 MAIN STREET,NO, VRAP ,2016-10-19,INVESTIGATION STAGE ONGOING,NA,1
CARIBOU,REM02266,COUNTY QUIKSTOP,907 PRESQUE ISLE ROAD,YES, VRAP ,2013-11-08,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
PORTLAND,REM02267,299 PRESUMPSCOT STREET,299 PRESUMPSCOT STREE,YES, VRAP ,2013-10-29,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
BREWER,REM02268,GREEN POINT AUTO PARTS,206 GREEN POINT ROAD,YES, VRAP ,2015-12-23,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
YORK,REM02269,SANTOS & KANE,460 U.S. ROUTE 1,YES, VRAP ,2013-11-19,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
SEBAGO,REM02270,PERLEY POND,FOLLY ROAD,NO, BROWNFIELDS ,2015-04-10,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
EASTPORT,REM02271,GUILFORD MILL,1 ARNOLD STREET,NO, BROWNFIELDS ,2014-07-30,REMEDIATION STAGE NEED (AWAITING RESOURCES),1,1
SCARBOROUGH,REM02272,CARSONS,433 U.S. ROUTE 1,YES, VRAP ,2013-11-25,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
UNITY,REM02274,OLD UNITY GRAMMAR SCHOOL,75 SCHOOL STREET,YES, VRAP ,2016-04-22,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,2,1
FORT KENT,REM02275,ANDYS AUTO SALES,121 WEST MAIN STREET,YES, VRAP ,2014-04-22,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
PRESQUE ISLE,REM02276,SURE WINNER FOODS,750 CENTRAL DRIVE,YES, VRAP ,2013-12-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
SOUTH PORTLAND,REM02277,GETTY STATION,159 COTTAGE ROAD,NO, VRAP ,2015-09-16,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
ROCKLAND,REM02278,BICKNELL MANUFACTURING,11 LIME STREET,NO, VRAP ,2019-11-08,REMEDIATION STAGE ONGOING,NA,1
HARTLAND,REM02279,IRVING TANNING ANNEX,24 PLEASANT STREET,YES, UNCONTROLLED SITES ,2019-06-01,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,3,1
HOLLIS,REM02280,STATION HOUSE GRILL,415-419 HOLLIS ROAD,NO, VRAP ,2013-11-27,INVESTIGATION STAGE ONGOING,NA,1
